Fwd Rate        Rev Rate        Net Rate        Partial Equil.  Reaction String                 
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H <=> CH + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + H (+M) <=> CH4 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH4 + H <=> CH3 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCO (+M) <=> CH2O (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCO <=> CO + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H (+M) <=> CH2OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H (+M) <=> CH3O (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H <=> H2 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH3 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2OH + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH3 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + H <=> CH2OH + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + H <=> CH3O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + H (+M) <=> C2H2 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + H (+M) <=> C2H3 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + H (+M) <=> C2H4 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + H <=> C2H2 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + H (+M) <=> C2H5 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + H <=> C2H3 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + H (+M) <=> C2H6 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + H <=> C2H4 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + H <=> C2H5 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCCO <=> CH2(S) + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + H <=> H2 + HCCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + H <=> CH3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCCOH <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + H2 (+M) <=> CH2O (+M)
2.396865e+03    2.396870e+03    -4.287833e-03   4.999996e-01    H2 + OH <=> H + H2O
2.536678e+00    2.536278e+00    4.007284e-04    5.000395e-01    2 OH (+M) <=> H2O2 (+M)
7.343264e+02    7.343249e+02    1.497161e-03    5.000005e-01    2 OH <=> H2O + O
3.634427e-01    3.634055e-01    3.721256e-05    5.000256e-01    HO2 + OH <=> H2O + O2
3.482064e-03    3.481988e-03    7.558259e-08    5.000054e-01    H2O2 + OH <=> H2O + HO2
1.837088e+01    1.837048e+01    3.987632e-04    5.000054e-01    H2O2 + OH <=> H2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + OH <=> CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + OH <=> H + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + OH <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + OH <=> CH + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + OH <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH <=> CH2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH4 + OH <=> CH3 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + OH <=> CO2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + OH <=> CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + OH <=> H2O + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + OH <=> CH2O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + OH <=> CH2O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + OH <=> CH2OH + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + OH <=> CH3O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + OH <=> H + HCCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> H + HCCOH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> C2H + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> CH3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + OH <=> C2H2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + OH <=> C2H3 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + OH <=> C2H5 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + OH <=> H2O + HCCO
1.277543e-06    1.277440e-06    1.030780e-10    5.000202e-01    2 HO2 <=> H2O2 + O2
3.782020e-04    3.781715e-04    3.051507e-08    5.000202e-01    2 HO2 <=> H2O2 + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + HO2 <=> CH2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HO2 <=> CH4 + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HO2 <=> CH3O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + HO2 <=> CO2 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + HO2 <=> H2O2 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + O2 <=> CO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + CH2 <=> C2H + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + CH3 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + O2 <=> HCO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2 <=> CH2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2O <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH2 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH3 <=> C2H3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH4 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CO (+M) <=> HCCO (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CO2 <=> CO + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH2O <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + HCCO <=> C2H2 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 => CO + H + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + H2 <=> CH3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH2 <=> C2H2 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CH3 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CH4 <=> 2 CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CO (+M) <=> CH2CO (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + HCCO <=> C2H3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + N2 <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            AR + CH2(S) <=> AR + CH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + O2 <=> CO + H + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + O2 <=> CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2 <=> CH3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O <=> CH2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CH3 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CH4 <=> 2 CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO <=> CH2 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO2 <=> CH2 + CO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO2 <=> CH2O + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + CH2(S) <=> C2H5 + CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O2 <=> CH3O + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O2 <=> CH2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + H2O2 <=> CH4 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH3 (+M) <=> C2H6 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH3 <=> C2H5 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HCO <=> CH4 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + CH3 <=> CH4 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + CH3OH <=> CH2OH + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + CH3OH <=> CH3O + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + CH3 <=> C2H3 + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + CH3 <=> C2H5 + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H2O + HCO <=> CO + H + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + M <=> CO + H + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + O2 <=> CO + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + O2 <=> CH2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + O2 <=> CH2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + O2 <=> CO + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + H2 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> CH2O + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 (+M) <=> C2H2 + H2 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + O2 <=> C2H4 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCCO + O2 <=> 2 CO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 HCCO <=> C2H2 + 2 CO
5.713931e-02    7.594959e-02    -1.881028e-02   4.293319e-01    N + NO <=> N2 + O
3.057364e-02    2.854540e-02    2.028246e-03    5.171539e-01    N + O2 <=> NO + O
2.376177e-01    2.218738e-01    1.574393e-02    5.171319e-01    N + OH <=> H + NO
8.069384e-05    8.583446e-05    -5.140620e-06   4.845653e-01    N2O + O <=> N2 + O2
1.920390e-04    1.434859e-04    4.855312e-05    5.723540e-01    N2O + O <=> 2 NO
1.483506e-02    1.577874e-02    -9.436803e-04   4.845873e-01    H + N2O <=> N2 + OH
9.657587e-05    1.027386e-04    -6.162699e-06   4.845403e-01    N2O + OH <=> HO2 + N2
4.823823e-03    5.132552e-03    -3.087295e-04   4.844959e-01    N2O (+M) <=> N2 + O (+M)
1.568825e-02    1.568677e-02    1.481742e-06    5.000236e-01    HO2 + NO <=> NO2 + OH
1.507981e-01    1.507570e-01    4.102769e-05    5.000680e-01    NO + O + M <=> NO2 + M
4.189253e-03    4.189228e-03    2.472435e-08    5.000015e-01    NO2 + O <=> NO + O2
3.494383e-01    3.494055e-01    3.285992e-05    5.000235e-01    H + NO2 <=> NO + OH
1.182715e-02    1.121430e-02    6.128496e-04    5.132989e-01    NH + O <=> H + NO
2.444870e-02    2.482670e-02    -3.780009e-04   4.961644e-01    H + NH <=> H2 + N
2.989088e-02    2.844750e-02    1.443380e-03    5.123708e-01    NH + OH <=> H + HNO
4.216658e-02    4.281860e-02    -6.520134e-04   4.961640e-01    NH + OH <=> H2O + N
8.877980e-04    8.448532e-04    4.294474e-05    5.123928e-01    NH + O2 <=> HNO + O
1.413415e-04    1.340058e-04    7.335730e-06    5.133209e-01    NH + O2 <=> NO + OH
2.375627e-06    2.994062e-06    -6.184351e-07   4.424143e-01    N + NH <=> H + N2
2.778461e-02    2.644289e-02    1.341720e-03    5.123712e-01    H2O + NH <=> H2 + HNO
1.539580e-03    2.078057e-03    -5.384777e-04   4.255760e-01    NH + NO <=> N2 + OH
4.513490e-03    5.727761e-03    -1.214270e-03   4.407167e-01    NH + NO <=> H + N2O
2.457881e-04    2.484767e-04    -2.688580e-06   4.972802e-01    NH2 + O <=> NH + OH
3.195245e-03    3.074216e-03    1.210292e-04    5.096523e-01    NH2 + O <=> H + HNO
4.731069e-03    4.782802e-03    -5.173301e-05   4.972812e-01    H + NH2 <=> H2 + NH
6.211378e-03    6.279310e-03    -6.793104e-05   4.972807e-01    NH2 + OH <=> H2O + NH
2.721879e-01    2.724729e-01    -2.850012e-04   4.997384e-01    NNH <=> H + N2
4.738340e-01    4.743301e-01    -4.961399e-04   4.997384e-01    NNH + M <=> H + N2 + M
5.389443e-04    5.393652e-04    -4.209368e-07   4.998048e-01    NNH + O2 <=> HO2 + N2
1.090049e-03    1.090791e-03    -7.418994e-07   4.998299e-01    NNH + O <=> N2 + OH
3.052138e-03    2.262790e-03    7.893479e-04    5.742576e-01    NNH + O <=> NH + NO
5.968872e-03    5.972911e-03    -4.039616e-06   4.998309e-01    H + NNH <=> H2 + N2
4.407829e-03    4.410820e-03    -2.991023e-06   4.998304e-01    NNH + OH <=> H2O + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NNH <=> CH4 + N2
3.137895e-01    3.148420e-01    -1.052536e-03   4.991628e-01    H + NO + M <=> HNO + M
1.282427e-02    1.277672e-02    4.755134e-05    5.009287e-01    HNO + O <=> NO + OH
3.476551e-01    3.463647e-01    1.290402e-03    5.009297e-01    H + HNO <=> H2 + NO
1.479108e-01    1.473621e-01    5.487414e-04    5.009292e-01    HNO + OH <=> H2O + NO
1.297714e-03    1.293032e-03    4.682059e-06    5.009036e-01    HNO + O2 <=> HO2 + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + O <=> CO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + OH <=> H + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + H2O <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + O2 <=> NCO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + H2 <=> H + HCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + O <=> CO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + NCO <=> CO + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + OH <=> CO + H + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            N + NCO <=> CO + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + O2 <=> CO2 + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + M <=> CO + N + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO <=> CO + N2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO <=> CO2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + M <=> CN + H + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> H + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> CO + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> CN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> H + HOCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCN (+M) <=> H2CN (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H2CN + N <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + N2 <=> CN + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + N2 <=> HCN + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + N2 (+M) <=> HCNN (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + N2 <=> HCN + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + N2 <=> HCN + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + NO <=> CN + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + NO <=> CO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + NO <=> HCN + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + NO <=> H + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + NO <=> HCO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> H + HCNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> H + HCNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NO <=> H2O + HCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NO <=> H2CN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O <=> CO + H + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O <=> HCN + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O2 <=> HCO + N2 + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + OH <=> H + HCO + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNN <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> CO2 + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> CO + HNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> NCO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HNCO <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HNCO <=> H2 + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + OH <=> H2O + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + OH <=> CO2 + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + M <=> CO + NH + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HOCN <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCCO + NO <=> CO + HCNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + N <=> H + H2CN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + N <=> H2 + HCN
3.536776e-03    3.537004e-03    -2.270231e-07   4.999840e-01    H + NH3 <=> H2 + NH2
4.983054e-03    4.983383e-03    -3.287735e-07   4.999835e-01    NH3 + OH <=> H2O + NH2
1.057834e-03    1.057906e-03    -7.195099e-08   4.999830e-01    NH3 + O <=> NH2 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO2 + NH <=> CO + HNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + NO2 <=> NCO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO2 <=> CO2 + N2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO2 + N <=> CO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O => CO + H + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + O <=> CH2CHO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + O <=> CH3CHO + H
5.498450e+00    5.497887e+00    5.629812e-04    5.000256e-01    HO2 + OH <=> H2O + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH => CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2 (+M) <=> CH3 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 => CO2 + 2 H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 <=> CH2O + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH2 => C2H2 + 2 H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O => CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> CH2CHO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> C2H2 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + O <=> CH2CHO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + O => CH3 + CO + OH
