Fwd Rate        Rev Rate        Net Rate        Partial Equil.  Reaction String                 
1.435836e-03    6.286177e-16    1.435836e-03    1.000000e+00    H + HO2 <=> 2 OH
1.173141e-05    4.889160e-05    -3.716019e-05   1.935142e-01    H + H2O2 <=> H2 + HO2
2.162819e-05    1.797693e-18    2.162819e-05    1.000000e+00    H + H2O2 <=> H2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H <=> C + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + H (+M) <=> CH3 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H <=> CH + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + H (+M) <=> CH4 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH4 + H <=> CH3 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCO (+M) <=> CH2O (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCO <=> CO + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H (+M) <=> CH2OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H (+M) <=> CH3O (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + H <=> H2 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH3 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + H <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2OH + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH3 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + H <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + H <=> CH2OH + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + H <=> CH3O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + H (+M) <=> C2H2 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + H (+M) <=> C2H3 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + H (+M) <=> C2H4 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + H <=> C2H2 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + H (+M) <=> C2H5 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + H <=> C2H3 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + H (+M) <=> C2H6 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + H <=> C2H4 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + H <=> C2H5 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCCO <=> CH2(S) + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + H <=> H2 + HCCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + H <=> CH3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCCOH <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + H2 (+M) <=> CH2O (+M)
4.886230e-03    2.225889e-04    4.663641e-03    9.564305e-01    H2 + OH <=> H + H2O
2.388686e-09    9.075417e-05    -9.075178e-05   2.631971e-05    2 OH (+M) <=> H2O2 (+M)
2.363527e-08    2.758909e-05    -2.756545e-05   8.559559e-04    2 OH <=> H2O + O
5.435137e-05    1.210181e-10    5.435125e-05    9.999978e-01    HO2 + OH <=> H2O + O2
2.642518e-06    5.016853e-07    2.140832e-06    8.404412e-01    H2O2 + OH <=> H2O + HO2
1.055993e-06    2.004815e-07    8.555112e-07    8.404412e-01    H2O2 + OH <=> H2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + OH <=> CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + OH <=> H + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + OH <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + OH <=> CH + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + OH <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH <=> CH2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH <=> CH2(S) + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH4 + OH <=> CH3 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + OH <=> CO2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + OH <=> CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + OH <=> H2O + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + OH <=> CH2O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + OH <=> CH2O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + OH <=> CH2OH + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3OH + OH <=> CH3O + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + OH <=> H + HCCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> H + HCCOH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> C2H + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H2 + OH <=> CH3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + OH <=> C2H2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + OH <=> C2H3 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + OH <=> C2H5 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + OH <=> H2O + HCCO
1.737778e-04    2.038077e-09    1.737757e-04    9.999883e-01    2 HO2 <=> H2O2 + O2
5.936098e-04    6.961896e-09    5.936028e-04    9.999883e-01    2 HO2 <=> H2O2 + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + HO2 <=> CH2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HO2 <=> CH4 + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HO2 <=> CH3O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO + HO2 <=> CO2 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + HO2 <=> H2O2 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + O2 <=> CO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + CH2 <=> C2H + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + CH3 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + O2 <=> HCO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2 <=> CH2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2O <=> CH2O + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH2 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH3 <=> C2H3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH4 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CO (+M) <=> HCCO (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CO2 <=> CO + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + CH2O <=> CH2CO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + HCCO <=> C2H2 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 => CO + H + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + H2 <=> CH3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH2 <=> C2H2 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CH3 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CH4 <=> 2 CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + CO (+M) <=> CH2CO (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + HCCO <=> C2H3 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + N2 <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            AR + CH2(S) <=> AR + CH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + O2 <=> CO + H + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + O2 <=> CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2 <=> CH3 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O (+M) <=> CH3OH (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O <=> CH2 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CH3 <=> C2H4 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CH4 <=> 2 CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO <=> CH2 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO2 <=> CH2 + CO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + CO2 <=> CH2O + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + CH2(S) <=> C2H5 + CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O2 <=> CH3O + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O2 <=> CH2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + H2O2 <=> CH4 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH3 (+M) <=> C2H6 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH3 <=> C2H5 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + HCO <=> CH4 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2O + CH3 <=> CH4 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + CH3OH <=> CH2OH + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + CH3OH <=> CH3O + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + CH3 <=> C2H3 + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H6 + CH3 <=> C2H5 + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H2O + HCO <=> CO + H + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + M <=> CO + H + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCO + O2 <=> CO + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2OH + O2 <=> CH2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3O + O2 <=> CH2O + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + O2 <=> CO + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H + H2 <=> C2H2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> CH2O + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 (+M) <=> C2H2 + H2 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + O2 <=> C2H4 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCCO + O2 <=> 2 CO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 HCCO <=> C2H2 + 2 CO
-9.180988e-13   8.720223e-17    -9.181860e-13   1.000095e+00    N + NO <=> N2 + O
-3.302849e-09   6.465153e-17    -3.302849e-09   1.000000e+00    N + O2 <=> NO + O
-2.059687e-12   1.756600e-16    -2.059863e-12   1.000085e+00    N + OH <=> H + NO
2.606588e-12    2.463528e-17    2.606564e-12    9.999905e-01    N2O + O <=> N2 + O2
1.091906e-13    2.126778e-22    1.091906e-13    1.000000e+00    N2O + O <=> 2 NO
1.046410e-10    2.269893e-19    1.046410e-10    1.000000e+00    H + N2O <=> N2 + OH
2.240182e-14    1.109954e-10    -1.109730e-10   2.017858e-04    N2O + OH <=> HO2 + N2
6.829426e-13    5.475978e-10    -5.469149e-10   1.245607e-03    N2O (+M) <=> N2 + O (+M)
4.278310e-06    8.524028e-10    4.277458e-06    9.998008e-01    HO2 + NO <=> NO2 + OH
1.151374e-09    1.417533e-12    1.149957e-09    9.987703e-01    NO + O + M <=> NO2 + M
8.885365e-09    8.506794e-14    8.885280e-09    9.999904e-01    NO2 + O <=> NO + O2
1.866960e-06    4.102457e-15    1.866960e-06    1.000000e+00    H + NO2 <=> NO + OH
6.698656e-11    6.010139e-21    6.698656e-11    1.000000e+00    NH + O <=> H + NO
3.810450e-10    -1.027185e-11   3.913169e-10    1.027704e+00    H + NH <=> H2 + N
3.484335e-11    2.744793e-12    3.209855e-11    9.269772e-01    NH + OH <=> H + HNO
1.388803e-11    -1.705465e-14   1.390509e-11    1.001230e+00    NH + OH <=> H2O + N
3.966004e-09    7.170696e-14    3.965932e-09    9.999819e-01    NH + O2 <=> HNO + O
8.688382e-09    1.789181e-22    8.688382e-09    1.000000e+00    NH + O2 <=> NO + OH
-1.347469e-16   1.148296e-30    -1.347469e-16   1.000000e+00    N + NH <=> H + N2
2.165036e-08    3.743909e-08    -1.578873e-08   3.663998e-01    H2O + NH <=> H2 + HNO
4.197180e-12    4.193929e-22    4.197180e-12    1.000000e+00    NH + NO <=> N2 + OH
1.551320e-11    7.145969e-13    1.479860e-11    9.559646e-01    NH + NO <=> H + N2O
3.993536e-13    7.290166e-15    3.920634e-13    9.820724e-01    NH2 + O <=> NH + OH
5.191596e-12    7.465699e-15    5.184131e-12    9.985640e-01    NH2 + O <=> H + HNO
7.134258e-12    3.337151e-09    -3.330017e-09   2.133268e-03    H + NH2 <=> H2 + NH
4.974193e-13    1.059935e-11    -1.010193e-11   4.482560e-02    NH2 + OH <=> H2O + NH
3.408634e-06    3.427110e-06    -1.847537e-08   4.986486e-01    NNH <=> H + N2
1.252228e-06    1.259016e-06    -6.787289e-09   4.986486e-01    NNH + M <=> H + N2 + M
2.537741e-08    3.618742e-11    2.534122e-08    9.985761e-01    NNH + O2 <=> HO2 + N2
9.428323e-13    2.564531e-24    9.428323e-13    1.000000e+00    NNH + O <=> N2 + OH
2.639930e-12    7.186255e-14    2.568068e-12    9.735000e-01    NNH + O <=> NH + NO
1.582745e-11    1.103143e-18    1.582745e-11    9.999999e-01    H + NNH <=> H2 + N2
7.846692e-13    2.491362e-21    7.846692e-13    1.000000e+00    NNH + OH <=> H2O + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NNH <=> CH4 + N2
5.243391e-09    1.245464e-11    5.230936e-09    9.976303e-01    H + NO + M <=> HNO + M
6.531248e-11    7.438807e-20    6.531248e-11    1.000000e+00    HNO + O <=> NO + OH
2.048622e-09    5.978830e-14    2.048563e-09    9.999708e-01    H + HNO <=> H2 + NO
2.860206e-11    3.802604e-17    2.860202e-11    9.999987e-01    HNO + OH <=> H2O + NO
5.102535e-09    3.046702e-09    2.055834e-09    6.261366e-01    HNO + O2 <=> HO2 + NO
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            CN + O <=> CO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + OH <=> H + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + H2O <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + O2 <=> NCO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + H2 <=> H + HCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + O <=> CO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + NCO <=> CO + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + OH <=> CO + H + NO
-0.000000e+00   0.000000e+00    -0.000000e+00   -nan            N + NCO <=> CO + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + O2 <=> CO2 + NO
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            NCO + M <=> CO + N + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO <=> CO + N2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO <=> CO2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + M <=> CN + H + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> H + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> CO + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + O <=> CN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> H + HOCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCN + OH <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCN (+M) <=> H2CN (+M)
-0.000000e+00   0.000000e+00    -0.000000e+00   -nan            H2CN + N <=> CH2 + N2
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            C + N2 <=> CN + N
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            CH + N2 <=> HCN + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + N2 (+M) <=> HCNN (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + N2 <=> HCN + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + N2 <=> HCN + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C + NO <=> CN + O
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            C + NO <=> CO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + NO <=> HCN + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + NO <=> H + NCO
0.000000e+00    -0.000000e+00   0.000000e+00    -nan            CH + NO <=> HCO + N
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + NO <=> H + HCNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + NO <=> H + HCNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NO <=> H2O + HCN
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + NO <=> H2CN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O <=> CO + H + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O <=> HCN + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + O2 <=> HCO + N2 + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCNN + OH <=> H + HCO + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNN <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> CO2 + NH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> CO + HNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + O <=> NCO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HNCO <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HNCO <=> H2 + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + OH <=> H2O + NCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + OH <=> CO2 + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HNCO + M <=> CO + NH + M
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> HCN + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HCNO <=> CO + NH2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            H + HOCN <=> H + HNCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            HCCO + NO <=> CO + HCNO
-0.000000e+00   0.000000e+00    -0.000000e+00   -nan            CH3 + N <=> H + H2CN
-0.000000e+00   0.000000e+00    -0.000000e+00   -nan            CH3 + N <=> H2 + HCN
4.828304e-12    2.161890e-09    -2.157062e-09   2.228395e-03    H + NH3 <=> H2 + NH2
1.992739e-11    4.064611e-10    -3.865337e-10   4.673530e-02    NH3 + OH <=> H2O + NH2
2.369751e-12    4.140898e-14    2.328342e-12    9.828261e-01    NH3 + O <=> NH2 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CO2 + NH <=> CO + HNO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CN + NO2 <=> NCO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            NCO + NO2 <=> CO2 + N2O
-0.000000e+00   0.000000e+00    -0.000000e+00   -nan            CO2 + N <=> CO + NO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + O => CO + H + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + O <=> CH2CHO + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + O <=> CH3CHO + H
2.399051e-06    5.341698e-12    2.399045e-06    9.999978e-01    HO2 + OH <=> H2O + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + OH => CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH + H2 (+M) <=> CH3 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 => CO2 + 2 H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2 + O2 <=> CH2O + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            2 CH2 => C2H2 + 2 H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2(S) + H2O => CH2O + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> CH2CHO + O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H3 + O2 <=> C2H2 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + O <=> CH2CHO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + O => CH3 + CO + OH
